Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Kyle Singler,24,82,2293,275,642,70,200,100,124,109,330,77,57,37,98,217,720,.428,.350,.806
Jared Sullinger,20,45,892,111,225,1,5,47,63,92,264,35,22,22,29,154,270,.493,.200,.746
Jeff Taylor,23,77,1507,172,399,53,154,75,103,51,150,63,47,15,48,136,472,.431,.344,.728
Tyshawn Taylor,22,38,221,32,87,6,13,15,27,2,18,21,13,0,25,25,85,.368,.462,.556
Marquis Teague,19,48,392,43,113,4,23,9,16,3,44,63,9,7,35,47,99,.381,.174,.563
Mirza Teletović,27,53,499,71,185,37,108,9,11,33,95,23,13,8,20,53,188,.384,.343,.818
Jonas Valančiūnas,20,62,1482,204,366,0,0,146,185,121,372,45,17,78,94,188,554,.557,0.0,.789
Jarvis Varnado,24,13,58,3,7,0,0,2,4,2,9,3,1,2,6,10,8,.429,0.0,.500
Dion Waiters,21,61,1756,336,815,63,203,159,213,22,149,183,59,16,121,113,894,.412,.310,.746
Maalik Wayns,21,27,202,26,88,7,31,17,19,1,7,27,6,0,15,26,76,.295,.226,.895
Chris Wright,23,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,.500,0.0,0.0
Tony Wroten,19,35,272,33,86,4,16,21,29,13,28,43,8,4,29,34,91,.384,.250,.724
Luke Zeller,25,16,58,9,26,1,5,0,0,1,10,3,0,0,0,5,19,.346,.200,0.0
Tyler Zeller,23,77,2033,245,559,0,4,120,157,159,438,96,35,70,95,251,610,.438,.000,.764
