Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Tom McMillen,C,24,TOT,76,0,1492,274,563,.487,0,0,0,274,563,.487,.487,96,123,.780,114,275,389,67,11,6,0,163,644,14.0,34.63414634146342,41.36585365853659
Jim McMillian,SF,28,NYK,67,60,2158,298,642,.464,0,0,0,298,642,.464,.464,67,86,.779,66,241,307,139,63,5,0,103,663,13.0,40.0,42.0
Larry McNeill,PF,26,TOT,24,0,230,47,112,.420,0,0,0,47,112,.420,.420,52,61,.852,28,47,75,6,10,2,0,32,146,0.7804878048780488,8.975609756097562,7.024390243902439
Dean Meminger,SG,28,NYK,32,0,254,15,36,.417,0,0,0,15,36,.417,.417,13,23,.565,12,14,26,29,8,1,0,17,43,13.0,40.0,42.0
John Mengelt,SG,27,CHI,61,1,1178,209,458,.456,0,0,0,209,458,.456,.456,89,113,.788,29,81,110,114,37,4,0,102,507,10.0,44.0,38.0
Joe Meriweather,C,23,ATL,74,0,2068,319,607,.526,0,0,0,319,607,.526,.526,182,255,.714,216,380,596,82,41,82,0,324,820,20.0,31.0,51.0
Dave Meyers,PF,23,MIL,50,0,1262,179,383,.467,0,0,0,179,383,.467,.467,127,192,.661,122,219,341,86,42,32,0,152,485,19.0,30.0,52.0
Steve Mix,SF,29,PHI,75,9,1958,288,551,.523,0,0,0,288,551,.523,.523,215,263,.817,127,249,376,152,90,20,0,167,791,3.0,50.0,32.0
Eric Money,PG,21,DET,73,0,1586,329,631,.521,0,0,0,329,631,.521,.521,90,114,.789,43,81,124,243,91,14,0,199,748,14.0,44.0,38.0
Earl Monroe*,SG,32,NYK,77,76,2656,613,1185,.517,0,0,0,613,1185,.517,.517,307,366,.839,45,178,223,366,91,23,0,197,1533,13.0,40.0,42.0
Allen Murphy,SG,24,LAL,2,0,18,1,5,.200,0,0,0,1,5,.200,.200,3,7,.429,3,1,4,0,0,0,0,5,5,5.0,53.0,29.0
Calvin Murphy*,PG,28,HOU,82,0,2764,596,1216,.490,0,0,0,596,1216,.490,.490,272,307,.886,54,118,172,386,144,8,0,281,1464,6.0,49.0,33.0
Swen Nater,C,27,MIL,72,0,1960,383,725,.528,0,0,0,383,725,.528,.528,172,228,.754,266,599,865,108,54,51,0,214,938,19.0,30.0,52.0
Lloyd Neal,PF,26,POR,58,0,955,160,340,.471,0,0,0,160,340,.471,.471,77,114,.675,87,168,255,58,8,35,0,148,397,1.0,49.0,33.0
Louie Nelson,SG,25,SAS,4,0,57,7,14,.500,0,0,0,7,14,.500,.500,4,7,.571,2,5,7,3,2,0,0,9,18,12.0,44.0,38.0
Johnny Neumann,SG,25,TOT,63,0,937,161,397,.406,0,0,0,161,397,.406,.406,59,87,.678,24,48,72,141,31,10,0,134,381,4.621951219512195,39.59756097560975,23.40243902439024
Mike Newlin,SG,28,HOU,82,0,2119,387,850,.455,0,0,0,387,850,.455,.455,269,304,.885,53,151,204,320,60,3,0,226,1043,6.0,49.0,33.0
Willie Norwood,SF,29,SEA,76,0,1647,216,461,.469,0,0,0,216,461,.469,.469,151,206,.733,127,165,292,99,62,6,0,191,583,15.0,40.0,42.0
Mark Olberding,PF,20,SAS,82,0,1949,301,598,.503,0,0,0,301,598,.503,.503,251,316,.794,162,287,449,119,59,29,0,277,853,12.0,44.0,38.0
Frank Oleynick,PG,21,SEA,50,0,516,81,223,.363,0,0,0,81,223,.363,.363,39,53,.736,13,32,45,60,13,4,0,48,201,15.0,40.0,42.0
Tom Owens,C,27,HOU,46,0,462,68,135,.504,0,0,0,68,135,.504,.504,52,76,.684,47,95,142,18,4,13,0,96,188,6.0,49.0,33.0
Joe Pace,C,23,WSB,30,0,119,24,55,.436,0,0,0,24,55,.436,.436,16,29,.552,16,18,34,4,2,17,0,29,64,8.0,48.0,34.0
Robert Parish*,C,23,GSW,77,0,1384,288,573,.503,0,0,0,288,573,.503,.503,121,171,.708,201,342,543,74,55,94,0,224,697,4.0,46.0,36.0
Sonny Parker,SF,21,GSW,65,0,889,154,292,.527,0,0,0,154,292,.527,.527,71,92,.772,85,88,173,59,53,26,0,77,379,4.0,46.0,36.0
Billy Paultz,C,28,SAS,82,82,2694,521,1102,.473,0,0,0,521,1102,.473,.473,238,320,.744,192,495,687,223,55,173,0,262,1280,12.0,44.0,38.0
Curtis Perry,PF,28,PHO,44,0,1391,179,414,.432,0,0,0,179,414,.432,.432,112,142,.789,149,246,395,79,49,28,0,163,470,11.0,34.0,48.0
Cliff Pondexter,PF,22,CHI,78,2,996,107,257,.416,0,0,0,107,257,.416,.416,42,65,.646,77,159,236,41,34,11,0,82,256,10.0,44.0,38.0
Howard Porter,PF,28,DET,78,0,2200,465,962,.483,0,0,0,465,962,.483,.483,103,120,.858,155,303,458,53,50,73,0,202,1033,14.0,44.0,38.0
Kevin Porter,PG,26,DET,81,0,2117,310,605,.512,0,0,0,310,605,.512,.512,97,133,.729,28,70,98,592,88,8,0,271,717,14.0,44.0,38.0
Jim Price,PG,27,TOT,81,0,1828,253,567,.446,0,0,0,253,567,.446,.446,83,103,.806,50,181,231,261,128,20,0,247,589,7.853658536585366,43.048780487804876,37.951219512195124
Ed Ratleff,SF,26,HOU,37,0,533,70,161,.435,0,0,0,70,161,.435,.435,26,42,.619,24,53,77,43,20,6,0,45,166,6.0,49.0,33.0
Clifford Ray,C,28,GSW,77,0,2018,263,450,.584,0,0,0,263,450,.584,.584,105,199,.528,199,416,615,112,74,81,0,242,631,4.0,46.0,36.0
Kevin Restani,PF,25,MIL,64,0,1116,173,334,.518,0,0,0,173,334,.518,.518,12,24,.500,81,181,262,88,33,11,0,102,358,19.0,30.0,52.0
Mike Riordan,SF,31,WSB,49,0,289,34,94,.362,0,0,0,34,94,.362,.362,11,15,.733,7,20,27,20,3,2,0,33,79,8.0,48.0,34.0
Marv Roberts,SF,27,LAL,28,0,209,27,76,.355,0,0,0,27,76,.355,.355,4,6,.667,9,16,25,19,4,2,0,34,58,5.0,53.0,29.0
Truck Robinson,PF,25,TOT,77,0,2777,574,1200,.478,0,0,0,574,1200,.478,.478,314,430,.730,252,576,828,142,66,38,0,253,1462,12.78048780487805,37.609756097560975,39.390243902439025
Bill Robinzine,PF,24,KCK,75,0,1594,307,677,.453,0,0,0,307,677,.453,.453,159,216,.736,164,310,474,95,86,13,0,283,773,9.0,40.0,42.0
Dave Robisch,C,27,IND,80,0,1966,369,811,.455,0,0,0,369,811,.455,.455,213,256,.832,171,383,554,158,55,37,0,169,951,16.0,36.0,46.0
Marshall Rogers,PG,23,GSW,26,0,176,43,116,.371,0,0,0,43,116,.371,.371,14,15,.933,6,5,11,10,8,3,0,33,100,4.0,46.0,36.0
Dan Roundfield,PF,23,IND,61,0,1645,342,734,.466,0,0,0,342,734,.466,.466,164,239,.686,179,339,518,69,61,131,0,243,848,16.0,36.0,46.0
Curtis Rowe,PF,27,BOS,79,0,2190,315,632,.498,0,0,0,315,632,.498,.498,170,240,.708,188,375,563,107,24,47,0,215,800,17.0,44.0,38.0
Campy Russell,SF,25,CLE,70,0,2109,435,1003,.434,0,0,0,435,1003,.434,.434,288,370,.778,144,275,419,189,70,24,0,196,1158,7.0,43.0,39.0
Cazzie Russell,SF,32,LAL,82,82,2583,578,1179,.490,0,0,0,578,1179,.490,.490,188,219,.858,86,208,294,210,86,7,0,163,1344,5.0,53.0,29.0
Fred Saunders,SF,25,BOS,68,0,1051,184,395,.466,0,0,0,184,395,.466,.466,35,53,.660,73,150,223,85,26,7,0,191,403,17.0,44.0,38.0
Dale Schlueter,C,31,PHO,39,0,337,26,72,.361,0,0,0,26,72,.361,.361,18,31,.581,30,50,80,38,8,8,0,62,70,11.0,34.0,48.0
Charlie Scott*,SG,28,BOS,43,0,1581,326,734,.444,0,0,0,326,734,.444,.444,129,173,.746,52,139,191,196,60,12,0,155,781,17.0,44.0,38.0
Bruce Seals,PF,23,SEA,81,0,1977,378,851,.444,0,0,0,378,851,.444,.444,138,195,.708,118,236,354,93,49,58,0,262,894,15.0,40.0,42.0
Phil Sellers,SG,23,DET,44,0,329,73,190,.384,0,0,0,73,190,.384,.384,52,72,.722,19,22,41,25,22,0,0,56,198,14.0,44.0,38.0
Lonnie Shelton,PF,21,NYK,82,57,2104,398,836,.476,0,0,0,398,836,.476,.476,159,225,.707,220,413,633,149,125,98,0,363,955,13.0,40.0,42.0
John Shumate,PF,24,BUF,74,0,2601,407,810,.502,0,0,0,407,810,.502,.502,302,450,.671,163,538,701,159,90,84,0,197,1116,21.0,30.0,52.0
James Silas,PG,27,SAS,22,0,356,61,142,.430,0,0,0,61,142,.430,.430,87,107,.813,7,25,32,50,13,3,0,36,209,12.0,44.0,38.0
Paul Silas,PF,33,DEN,81,0,1959,206,572,.360,0,0,0,206,572,.360,.360,170,255,.667,236,370,606,132,58,23,0,183,582,2.0,50.0,32.0
Ralph Simpson,SG,27,DET,77,0,1597,356,834,.427,0,0,0,356,834,.427,.427,138,195,.708,48,133,181,180,68,5,0,100,850,14.0,44.0,38.0
Bingo Smith,SF,30,CLE,81,0,2135,513,1149,.446,0,0,0,513,1149,.446,.446,148,181,.818,92,225,317,152,61,30,0,211,1174,7.0,43.0,39.0
Elmore Smith,C,27,TOT,70,0,1464,241,507,.475,0,0,0,241,507,.475,.475,117,213,.549,114,325,439,43,35,144,0,207,599,10.951219512195122,31.317073170731707,38.68292682926829
Phil Smith,SG,24,GSW,82,82,2880,631,1318,.479,0,0,0,631,1318,.479,.479,295,376,.785,101,231,332,328,98,29,0,227,1557,4.0,46.0,36.0
Randy Smith,SG,28,BUF,82,0,3094,702,1504,.467,0,0,0,702,1504,.467,.467,294,386,.762,134,323,457,441,176,8,0,264,1698,21.0,30.0,52.0
Willie Smith,PG,23,CHI,2,0,11,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,1,0,10.0,44.0,38.0
Dick Snyder,SG,32,CLE,82,0,1685,316,693,.456,0,0,0,316,693,.456,.456,127,149,.852,47,102,149,160,45,30,0,177,759,7.0,43.0,39.0
Ricky Sobers,SG,24,PHO,79,0,2005,414,834,.496,0,0,0,414,834,.496,.496,243,289,.841,82,152,234,238,93,14,0,258,1071,11.0,34.0,48.0
Mike Sojourner,PF,23,ATL,51,0,551,95,203,.468,0,0,0,95,203,.468,.468,41,57,.719,49,97,146,21,15,9,0,66,231,20.0,31.0,51.0
Kevin Stacom,SG,25,BOS,79,0,1051,179,438,.409,0,0,0,179,438,.409,.409,46,58,.793,40,57,97,117,19,3,0,65,404,17.0,44.0,38.0
Keith Starr,SG,22,CHI,17,0,65,6,24,.250,0,0,0,6,24,.250,.250,2,2,1.000,6,4,10,6,1,0,0,11,14,10.0,44.0,38.0
Larry Steele,SG,27,POR,81,0,1680,326,652,.500,0,0,0,326,652,.500,.500,183,227,.806,71,117,188,172,118,13,0,216,835,1.0,49.0,33.0
Earl Tatum,SG,23,LAL,68,0,1249,283,607,.466,0,0,0,283,607,.466,.466,72,100,.720,83,153,236,118,85,22,0,168,638,5.0,53.0,29.0
Brian Taylor,PG,25,KCK,72,0,2488,501,995,.504,0,0,0,501,995,.504,.504,225,275,.818,88,150,238,320,199,16,0,206,1227,9.0,40.0,42.0
Fatty Taylor,PG,30,DEN,79,0,1548,132,314,.420,0,0,0,132,314,.420,.420,37,65,.569,90,121,211,288,132,9,0,202,301,2.0,50.0,32.0
Ira Terrell,SF,22,PHO,78,0,1751,277,545,.508,0,0,0,277,545,.508,.508,111,176,.631,99,288,387,103,41,47,0,165,665,11.0,34.0,48.0
Claude Terry,SG,27,TOT,45,0,545,96,191,.503,0,0,0,96,191,.503,.503,36,44,.818,12,34,46,58,20,1,0,48,228,11.378048780487806,16.609756097560975,28.390243902439025
David Thompson*,SG,22,DEN,82,82,3001,824,1626,.507,0,0,0,824,1626,.507,.507,477,623,.766,138,196,334,337,114,53,0,236,2125,2.0,50.0,32.0
Nate Thurmond*,C,35,CLE,49,0,997,100,246,.407,0,0,0,100,246,.407,.407,68,106,.642,121,253,374,83,16,81,0,128,268,7.0,43.0,39.0
Dean Tolson,PF,25,SEA,60,0,587,137,242,.566,0,0,0,137,242,.566,.566,85,159,.535,73,84,157,27,32,21,0,83,359,15.0,40.0,42.0
Rudy Tomjanovich*,PF,28,HOU,81,0,3130,733,1437,.510,0,0,0,733,1437,.510,.510,287,342,.839,172,512,684,172,57,27,0,198,1753,6.0,49.0,33.0
Monte Towe,PG,23,DEN,51,0,409,56,138,.406,0,0,0,56,138,.406,.406,18,25,.720,8,26,34,87,16,0,0,61,130,2.0,50.0,32.0
George Trapp,PF,28,DET,6,0,68,15,29,.517,0,0,0,15,29,.517,.517,3,4,.750,4,6,10,3,0,1,0,13,33,14.0,44.0,38.0
Dave Twardzik,PG,26,POR,74,0,1937,263,430,.612,0,0,0,263,430,.612,.612,239,284,.842,75,127,202,247,128,15,0,228,765,1.0,49.0,33.0
Wes Unseld*,C,30,WSB,82,82,2860,270,551,.490,0,0,0,270,551,.490,.490,100,166,.602,243,634,877,363,87,45,0,253,640,8.0,48.0,34.0
Dick Van Arsdale,SG,33,PHO,78,0,1535,227,498,.456,0,0,0,227,498,.456,.456,145,166,.873,31,86,117,120,35,5,0,94,599,11.0,34.0,48.0
Tom Van Arsdale,SF,33,PHO,77,0,1425,171,395,.433,0,0,0,171,395,.433,.433,102,145,.703,47,137,184,67,20,3,0,163,444,11.0,34.0,48.0
Norm Van Lier,PG,29,CHI,82,81,3097,300,729,.412,0,0,0,300,729,.412,.412,238,306,.778,108,262,370,636,129,16,0,268,838,10.0,44.0,38.0
Neal Walk,C,28,NYK,11,1,135,28,57,.491,0,0,0,28,57,.491,.491,6,7,.857,5,22,27,6,4,3,0,22,62,13.0,40.0,42.0
Foots Walker,PG,25,CLE,62,0,1216,157,349,.450,0,0,0,157,349,.450,.450,89,115,.774,55,105,160,254,83,4,0,124,403,7.0,43.0,39.0
Wally Walker,SF,22,POR,66,0,627,137,305,.449,0,0,0,137,305,.449,.449,67,100,.670,45,63,108,51,14,2,0,92,341,1.0,49.0,33.0
Bill Walton*,C,24,POR,65,0,2264,491,930,.528,0,0,0,491,930,.528,.528,228,327,.697,211,723,934,245,66,211,0,174,1210,1.0,49.0,33.0
Lloyd Walton,PG,23,MIL,53,0,678,88,188,.468,0,0,0,88,188,.468,.468,53,65,.815,15,36,51,141,40,2,0,52,229,19.0,30.0,52.0
Henry Ward,SG,25,SAS,27,0,171,34,90,.378,0,0,0,34,90,.378,.378,15,17,.882,10,23,33,6,6,5,0,30,83,12.0,44.0,38.0
Cornell Warner,PF,28,LAL,14,0,170,25,53,.472,0,0,0,25,53,.472,.472,4,6,.667,21,48,69,11,1,2,0,28,54,5.0,53.0,29.0
Kermit Washington,PF,25,LAL,53,0,1342,191,380,.503,0,0,0,191,380,.503,.503,132,187,.706,182,310,492,48,43,52,0,183,514,5.0,53.0,29.0
Richard Washington,PF,21,KCK,82,0,2265,446,1034,.431,0,0,0,446,1034,.431,.431,177,254,.697,201,497,698,85,63,90,0,324,1069,9.0,40.0,42.0
Slick Watts,PG,25,SEA,79,0,2627,428,1015,.422,0,0,0,428,1015,.422,.422,172,293,.587,81,226,307,630,214,25,0,256,1028,15.0,40.0,42.0
Nick Weatherspoon,SF,26,TOT,62,0,1657,310,690,.449,0,0,0,310,690,.449,.449,91,144,.632,120,308,428,53,52,28,0,168,711,10.402439024390244,31.31707317073171,30.682926829268293
Marvin Webster,C,24,DEN,80,0,1276,198,400,.495,0,0,0,198,400,.495,.495,143,220,.650,152,332,484,62,23,118,0,149,539,2.0,50.0,32.0
Scott Wedman,SF,24,KCK,81,0,2743,521,1133,.460,0,0,0,521,1133,.460,.460,206,241,.855,187,319,506,227,100,23,0,226,1248,9.0,40.0,42.0
Bob Weiss,PG,34,WSB,62,0,768,62,133,.466,0,0,0,62,133,.466,.466,29,37,.784,15,54,69,130,53,7,0,66,153,8.0,48.0,34.0
Paul Westphal*,PG,26,PHO,81,0,2600,682,1317,.518,0,0,0,682,1317,.518,.518,362,439,.825,57,133,190,459,134,21,0,171,1726,11.0,34.0,48.0
Jo Jo White*,PG,30,BOS,82,82,3333,638,1488,.429,0,0,0,638,1488,.429,.429,333,383,.869,87,296,383,492,118,22,0,193,1609,17.0,44.0,38.0
Rudy White,SG,23,HOU,46,0,368,47,106,.443,0,0,0,47,106,.443,.443,15,25,.600,13,28,41,35,11,1,0,39,109,6.0,49.0,33.0
Sidney Wicks,PF,27,BOS,82,0,2642,464,1012,.458,0,0,0,464,1012,.458,.458,310,464,.668,268,556,824,169,64,61,0,331,1238,17.0,44.0,38.0
Bob Wilkerson,SF,22,SEA,78,0,1552,221,573,.386,0,0,0,221,573,.386,.386,84,122,.689,96,162,258,171,72,8,0,136,526,15.0,40.0,42.0
Jamaal Wilkes*,PF,23,GSW,76,0,2579,548,1147,.478,0,0,0,548,1147,.478,.478,247,310,.797,155,423,578,211,127,16,0,222,1343,4.0,46.0,36.0
Chuck Williams,PG,30,TOT,65,0,867,78,210,.371,0,0,0,78,210,.371,.371,68,87,.782,26,75,101,132,32,3,0,60,224,11.78048780487805,28.902439024390244,36.09756097560976
Chuckie Williams,SG,23,CLE,22,0,65,14,47,.298,0,0,0,14,47,.298,.298,9,12,.750,3,1,4,7,1,0,0,7,37,7.0,43.0,39.0
Gus Williams,PG,23,GSW,82,0,1930,325,701,.464,0,0,0,325,701,.464,.464,112,150,.747,72,161,233,292,121,19,0,218,762,4.0,46.0,36.0
John Williamson,SG,25,TOT,72,0,2481,618,1347,.459,0,0,0,618,1347,.459,.459,259,329,.787,42,151,193,201,107,13,0,246,1495,5.853658536585366,13.170731707317072,16.829268292682926
Bill Willoughby,SF,19,ATL,39,0,549,75,169,.444,0,0,0,75,169,.444,.444,43,63,.683,65,105,170,13,19,23,0,64,193,20.0,31.0,51.0
Bobby Wilson,SG,26,BOS,25,0,131,19,59,.322,0,0,0,19,59,.322,.322,11,13,.846,3,6,9,14,3,0,0,19,49,17.0,44.0,38.0
Brian Winters,SG,24,MIL,78,0,2717,652,1308,.498,0,0,0,652,1308,.498,.498,205,242,.847,64,167,231,337,114,29,0,228,1509,19.0,30.0,52.0
Willie Wise,SF,29,DEN,75,0,1403,237,513,.462,0,0,0,237,513,.462,.462,142,218,.651,76,177,253,142,60,18,0,180,616,2.0,50.0,32.0
Dave Wohl,PG,27,TOT,51,0,986,116,290,.400,0,0,0,116,290,.400,.400,61,89,.685,16,65,81,142,39,6,0,115,293,1.024390243902439,8.365853658536587,5.634146341463415
Larry Wright,PG,22,WSB,78,0,1421,262,595,.440,0,0,0,262,595,.440,.440,88,115,.765,32,66,98,232,55,5,0,170,612,8.0,48.0,34.0
