Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Mike Bantom,SF,26,IND,82,0,2775,502,1047,.479,0,0,0,502,1047,.479,.479,254,342,.743,184,426,610,238,100,50,218,333,1258,19.0,31.0,51.0
Marvin Barnes,PF,25,TOT,60,0,1646,279,661,.422,0,0,0,279,661,.422,.422,128,182,.703,135,304,439,136,64,83,136,241,686,13.902439024390244,21.365853658536587,38.63414634146341
Rick Barry*,SF,33,GSW,82,82,3024,760,1686,.451,0,0,0,760,1686,.451,.451,378,409,.924,75,374,449,446,158,45,224,188,1898,10.0,43.0,39.0
Tim Bassett,PF,26,NJN,65,0,1474,149,384,.388,0,0,0,149,384,.388,.388,50,97,.515,142,262,404,63,62,33,80,181,348,22.0,24.0,58.0
Butch Beard,PG,30,NYK,79,37,1979,308,614,.502,0,0,0,308,614,.502,.502,129,160,.806,76,188,264,339,117,3,154,201,745,12.0,43.0,39.0
Ron Behagen,PF,27,TOT,80,0,1735,346,804,.430,0,0,0,346,804,.430,.430,179,247,.725,201,312,513,101,62,31,174,263,871,16.073170731707314,33.30487804878049,46.69512195121951
Mel Bennett,PF,23,IND,31,0,285,23,81,.284,0,0,0,23,81,.284,.284,28,45,.622,49,44,93,22,11,7,30,54,74,19.0,31.0,51.0
Kent Benson,C,23,MIL,69,0,1288,220,473,.465,0,0,0,220,473,.465,.465,92,141,.652,89,206,295,99,69,54,119,177,532,13.0,44.0,38.0
Henry Bibby,PG,28,PHI,82,82,2518,286,659,.434,0,0,0,286,659,.434,.434,171,219,.781,62,189,251,464,91,6,153,207,743,2.0,55.0,27.0
Bob Bigelow,SF,24,TOT,5,0,24,4,13,.308,0,0,0,4,13,.308,.308,0,0,0,3,6,9,0,0,0,0,3,8,1.0731707317073171,1.9390243902439024,3.0609756097560976
Dave Bing*,PG,34,BOS,80,0,2256,422,940,.449,0,0,0,422,940,.449,.449,244,296,.824,76,136,212,300,79,18,216,247,1088,18.0,32.0,50.0
Otis Birdsong,SG,22,KCK,73,0,1878,470,955,.492,0,0,0,470,955,.492,.492,216,310,.697,70,105,175,174,74,12,145,179,1156,16.0,31.0,51.0
Tom Boerwinkle,C,32,CHI,22,0,227,23,50,.460,0,0,0,23,50,.460,.460,10,13,.769,14,45,59,44,3,4,26,36,56,14.0,40.0,42.0
Phil Bond,SG,23,HOU,7,0,21,2,6,.333,0,0,0,2,6,.333,.333,0,0,0,1,3,4,2,1,0,2,1,4,21.0,28.0,54.0
Ron Boone,SG,31,KCK,82,0,2653,563,1271,.443,0,0,0,563,1271,.443,.443,322,377,.854,112,157,269,311,105,11,303,233,1448,16.0,31.0,51.0
Jim Bostic,PF,25,DET,4,0,48,12,22,.545,0,0,0,12,22,.545,.545,2,5,.400,8,8,16,3,0,0,3,5,26,15.0,38.0,44.0
Tom Boswell,PF,24,BOS,65,0,1149,185,357,.518,0,0,0,185,357,.518,.518,93,123,.756,117,171,288,71,25,14,95,204,463,18.0,32.0,50.0
Alonzo Bradley,SF,24,HOU,43,0,798,130,304,.428,0,0,0,130,304,.428,.428,43,59,.729,24,75,99,54,16,6,55,83,303,21.0,28.0,54.0
Mike Bratz,PG,22,PHO,80,0,933,159,395,.403,0,0,0,159,395,.403,.403,56,68,.824,42,73,115,123,39,5,89,104,374,3.0,49.0,33.0
Jim Brewer,PF,26,CLE,80,0,1798,175,390,.449,0,0,0,175,390,.449,.449,46,100,.460,182,313,495,98,60,48,103,178,396,9.0,43.0,39.0
Junior Bridgeman,SF,24,MIL,82,0,1876,476,947,.503,0,0,0,476,947,.503,.503,166,205,.810,114,176,290,175,72,30,176,202,1118,13.0,44.0,38.0
Allan Bristow,SF,26,SAS,82,0,1481,257,538,.478,0,0,0,257,538,.478,.478,152,208,.731,99,158,257,194,69,4,146,150,666,4.0,52.0,30.0
Wayman Britt,SG,25,DET,7,0,16,3,10,.300,0,0,0,3,10,.300,.300,3,4,.750,1,3,4,2,1,0,1,3,9,15.0,38.0,44.0
Gary Brokaw,SG,24,BUF,13,0,130,18,43,.419,0,0,0,18,43,.419,.419,18,24,.750,3,9,12,20,3,5,12,11,54,20.0,27.0,55.0
Fred Brown,SG,29,SEA,72,0,1965,508,1042,.488,0,0,0,508,1042,.488,.488,176,196,.898,61,127,188,240,110,25,164,145,1192,6.0,47.0,35.0
John Brown,SF,26,ATL,75,0,1594,192,405,.474,0,0,0,192,405,.474,.474,165,200,.825,137,166,303,105,55,8,116,280,549,11.0,41.0,41.0
Joe Bryant,PF,23,PHI,81,0,1236,190,436,.436,0,0,0,190,436,.436,.436,111,144,.771,103,177,280,129,56,24,115,185,491,2.0,55.0,27.0
Quinn Buckner,PG,23,MIL,82,82,2072,314,671,.468,0,0,0,314,671,.468,.468,131,203,.645,78,169,247,456,188,19,228,287,759,13.0,44.0,38.0
Ticky Burden,SG,24,NYK,2,0,15,1,2,.500,0,0,0,1,2,.500,.500,0,0,0,0,0,0,1,1,0,0,1,2,12.0,43.0,39.0
Tom Burleson,C,25,KCK,76,0,1525,228,525,.434,0,0,0,228,525,.434,.434,197,248,.794,170,312,482,131,62,81,123,259,653,16.0,31.0,51.0
Don Buse,PG,27,PHO,82,82,2547,287,626,.458,0,0,0,287,626,.458,.458,112,136,.824,59,190,249,391,185,14,124,144,686,3.0,49.0,33.0
Corky Calhoun,SF,27,POR,79,0,1370,175,365,.479,0,0,0,175,365,.479,.479,66,76,.868,73,142,215,87,42,15,64,141,416,1.0,58.0,24.0
Mack Calvin,PG,30,DEN,77,0,988,147,333,.441,0,0,0,147,333,.441,.441,173,206,.840,11,73,84,148,46,5,108,87,467,8.0,48.0,34.0
Austin Carr,SG,29,CLE,82,0,2186,414,945,.438,0,0,0,414,945,.438,.438,183,225,.813,76,111,187,225,68,19,146,168,1011,9.0,43.0,39.0
Kenny Carr,PF,22,LAL,52,0,733,134,302,.444,0,0,0,134,302,.444,.444,55,85,.647,53,155,208,26,18,14,89,127,323,5.0,45.0,37.0
M.L. Carr,SF,27,DET,79,0,2556,390,857,.455,0,0,0,390,857,.455,.455,200,271,.738,202,355,557,185,147,27,210,243,980,15.0,38.0,44.0
Bob Carrington,SG,24,TOT,72,0,1653,253,589,.430,0,0,0,253,589,.430,.430,130,171,.760,70,104,174,117,65,23,118,205,636,18.03658536585366,24.0609756097561,47.9390243902439
Harvey Catchings,C,26,PHI,61,2,748,70,178,.393,0,0,0,70,178,.393,.393,34,55,.618,105,145,250,34,20,67,44,124,174,2.0,55.0,27.0
Don Chaney,SG,31,TOT,51,0,835,104,269,.387,0,0,0,104,269,.387,.387,38,45,.844,40,76,116,66,44,13,61,107,246,9.768292682926829,21.329268292682926,29.670731707317074
Ken Charles,SG,26,ATL,21,0,520,73,184,.397,0,0,0,73,184,.397,.397,42,50,.840,6,18,24,82,25,5,37,53,188,11.0,41.0,41.0
Phil Chenier,SG,27,WSB,36,0,937,200,451,.443,0,0,0,200,451,.443,.443,109,138,.790,15,87,102,73,36,9,67,54,509,7.0,44.0,38.0
Jim Chones,C,28,CLE,82,82,2906,525,1113,.472,0,0,0,525,1113,.472,.472,180,250,.720,219,625,844,131,52,58,184,235,1230,9.0,43.0,39.0
Jim Cleamons,PG,28,NYK,79,44,2009,215,448,.480,0,0,0,215,448,.480,.480,81,103,.786,69,143,212,283,68,17,113,142,511,12.0,43.0,39.0
E.C. Coleman,PF,27,GSW,72,0,1801,212,446,.475,0,0,0,212,446,.475,.475,40,55,.727,117,259,376,100,66,23,95,253,464,10.0,43.0,39.0
Doug Collins*,SG,26,PHI,79,77,2770,643,1223,.526,0,0,0,643,1223,.526,.526,267,329,.812,87,143,230,320,128,25,250,228,1553,2.0,55.0,27.0
Norm Cook,SF,22,DEN,2,0,10,1,3,.333,0,0,0,1,3,.333,.333,0,0,0,1,2,3,1,0,0,0,4,2,8.0,48.0,34.0
Dave Cowens*,C,29,BOS,77,0,3215,598,1220,.490,0,0,0,598,1220,.490,.490,239,284,.842,248,830,1078,351,102,67,217,297,1435,18.0,32.0,50.0
Wesley Cox,SF,23,GSW,43,0,453,69,173,.399,0,0,0,69,173,.399,.399,58,100,.580,42,101,143,12,21,10,36,82,196,10.0,43.0,39.0
Charlie Criss,PG,29,ATL,77,0,1935,319,751,.425,0,0,0,319,751,.425,.425,236,296,.797,24,97,121,294,108,5,150,143,874,11.0,41.0,41.0
Mark Crow,SF,23,NJN,15,0,154,35,80,.438,0,0,0,35,80,.438,.438,14,20,.700,14,13,27,8,5,1,12,24,84,22.0,24.0,58.0
Louie Dampier*,PG,33,SAS,82,0,2037,336,660,.509,0,0,0,336,660,.509,.509,76,101,.752,24,98,122,285,87,13,95,84,748,4.0,52.0,30.0
Bob Dandridge*,SF,30,WSB,75,0,2777,560,1190,.471,0,0,0,560,1190,.471,.471,330,419,.788,137,305,442,287,101,44,241,262,1450,7.0,44.0,38.0
Adrian Dantley*,SF,22,TOT,79,0,2933,578,1128,.512,0,0,0,578,1128,.512,.512,541,680,.796,265,355,620,253,118,24,228,233,1697,8.743902439024392,39.426829268292686,39.57317073170732
Brad Davis,PG,22,LAL,33,0,334,30,72,.417,0,0,0,30,72,.417,.417,22,29,.759,4,31,35,83,15,2,35,39,82,5.0,45.0,37.0
Johnny Davis,SG,22,POR,82,0,2188,343,756,.454,0,0,0,343,756,.454,.454,188,227,.828,65,108,173,217,81,14,151,173,874,1.0,58.0,24.0
Walter Davis*,SF,23,PHO,81,0,2590,786,1494,.526,0,0,0,786,1494,.526,.526,387,466,.830,158,326,484,273,113,20,283,242,1959,3.0,49.0,33.0
Darryl Dawkins,C,21,PHI,70,11,1722,332,577,.575,0,0,0,332,577,.575,.575,156,220,.709,117,438,555,85,34,125,123,268,820,2.0,55.0,27.0
Derrek Dickey,PF,26,TOT,47,0,493,87,198,.439,0,0,0,87,198,.439,.439,30,36,.833,36,61,97,21,14,4,40,56,204,6.951219512195122,23.731707317073173,23.26829268292683
Coby Dietrick,PF,29,SAS,79,0,1876,250,543,.460,0,0,0,250,543,.460,.460,89,114,.781,73,285,358,217,81,55,144,231,589,4.0,52.0,30.0
Ernie DiGregorio,PG,27,TOT,52,0,606,88,209,.421,0,0,0,88,209,.421,.421,28,33,.848,7,43,50,137,18,1,93,44,204,7.451219512195122,24.25609756097561,27.74390243902439
Jacky Dorsey,SF,23,TOT,11,0,88,12,31,.387,0,0,0,12,31,.387,.387,10,16,.625,11,19,30,5,2,3,6,17,34,0.7317073170731708,6.926829268292684,4.073170731707318
Leon Douglas,C,23,DET,79,0,1993,321,667,.481,0,0,0,321,667,.481,.481,221,345,.641,181,401,582,112,57,48,197,295,863,15.0,38.0,44.0
John Drew,SF,23,ATL,70,0,2203,593,1236,.480,0,0,0,593,1236,.480,.480,437,575,.760,213,298,511,141,119,27,210,247,1623,11.0,41.0,41.0
Charles Dudley,PG,27,GSW,78,0,1660,127,249,.510,0,0,0,127,249,.510,.510,138,195,.708,86,201,287,409,68,2,163,181,392,10.0,43.0,39.0
Mike Dunleavy,PG,23,TOT,15,0,119,20,50,.400,0,0,0,20,50,.400,.400,13,18,.722,1,9,10,28,9,1,12,12,53,2.914634146341464,6.439024390243903,8.560975609756097
T.R. Dunn,SG,22,POR,63,0,768,100,240,.417,0,0,0,100,240,.417,.417,37,56,.661,63,84,147,45,46,8,35,74,237,1.0,58.0,24.0
Jim Eakins,C,31,TOT,33,0,406,44,86,.512,0,0,0,44,86,.512,.512,50,60,.833,29,46,75,29,7,17,33,71,138,3.475609756097561,19.268292682926827,13.73170731707317
Al Eberhard,SF,25,DET,37,0,576,71,160,.444,0,0,0,71,160,.444,.444,41,61,.672,37,65,102,26,13,4,23,64,183,15.0,38.0,44.0
James Edwards,C,22,TOT,83,0,2405,495,1093,.453,0,0,0,495,1093,.453,.453,272,421,.646,197,418,615,85,53,78,169,322,1262,14.96341463414634,35.64634146341463,47.353658536585364
Bo Ellis,PF,23,DEN,78,0,1213,133,320,.416,0,0,0,133,320,.416,.416,72,104,.692,114,190,304,73,49,47,99,208,338,8.0,48.0,34.0
Len Elmore,C,25,IND,69,0,1327,142,386,.368,0,0,0,142,386,.368,.368,88,132,.667,139,281,420,80,74,71,73,174,372,19.0,31.0,51.0
Alex English*,SF,24,MIL,82,0,1552,343,633,.542,0,0,0,343,633,.542,.542,104,143,.727,144,251,395,129,41,55,137,178,790,13.0,44.0,38.0
Julius Erving*,SF,27,PHI,74,68,2429,611,1217,.502,0,0,0,611,1217,.502,.502,306,362,.845,179,302,481,279,135,97,238,207,1528,2.0,55.0,27.0
Al Fleming,SF,23,SEA,20,0,97,15,31,.484,0,0,0,15,31,.484,.484,10,17,.588,13,17,30,7,0,5,16,16,40,6.0,47.0,35.0
Mike Flynn,PG,24,IND,71,0,955,120,267,.449,0,0,0,120,267,.449,.449,55,97,.567,47,70,117,142,41,10,75,52,295,19.0,31.0,51.0
Chris Ford,SG,29,DET,82,0,2582,374,777,.481,0,0,0,374,777,.481,.481,113,154,.734,117,151,268,381,166,17,232,182,861,15.0,38.0,44.0
Don Ford,PF,25,LAL,79,0,1945,272,576,.472,0,0,0,272,576,.472,.472,68,90,.756,106,247,353,142,68,46,88,210,612,5.0,45.0,37.0
Bayard Forrest,C,23,PHO,64,0,887,111,238,.466,0,0,0,111,238,.466,.466,49,103,.476,84,166,250,129,23,34,84,105,271,3.0,49.0,33.0
Walt Frazier*,PG,32,CLE,51,0,1664,336,714,.471,0,0,0,336,714,.471,.471,153,180,.850,54,155,209,209,77,13,113,124,825,9.0,43.0,39.0
World B. Free,SG,24,PHI,76,5,2050,390,857,.455,0,0,0,390,857,.455,.455,411,562,.731,92,120,212,306,68,41,200,199,1191,2.0,55.0,27.0
Terry Furlow,SG,23,CLE,53,0,827,192,443,.433,0,0,0,192,443,.433,.433,88,99,.889,47,60,107,72,21,14,77,67,472,9.0,43.0,39.0
Mike Gale,SG,27,SAS,70,0,2091,275,581,.473,0,0,0,275,581,.473,.473,87,100,.870,57,166,223,376,159,25,176,170,637,4.0,52.0,30.0
Gus Gerard,SF,24,TOT,57,0,890,170,395,.430,0,0,0,170,395,.430,.430,75,108,.694,55,105,160,53,36,25,61,109,415,11.036585365853659,25.073170731707314,31.926829268292682
George Gervin*,SG,25,SAS,82,82,2857,864,1611,.536,0,0,0,864,1611,.536,.536,504,607,.830,118,302,420,302,136,110,306,255,2232,4.0,52.0,30.0
John Gianelli,C,27,MIL,82,0,2327,307,629,.488,0,0,0,307,629,.488,.488,79,123,.642,166,343,509,192,54,92,147,189,693,13.0,44.0,38.0
Artis Gilmore*,C,28,CHI,82,82,3067,704,1260,.559,0,0,0,704,1260,.559,.559,471,669,.704,318,753,1071,263,42,181,366,261,1879,14.0,40.0,42.0
Mike Glenn,SG,22,BUF,56,0,947,195,370,.527,0,0,0,195,370,.527,.527,51,65,.785,14,65,79,78,35,5,50,98,441,20.0,27.0,55.0
Glen Gondrezick,SF,22,NYK,72,0,1017,131,339,.386,0,0,0,131,339,.386,.386,83,121,.686,92,158,250,83,56,18,82,181,345,12.0,43.0,39.0
Mike Green,C,26,TOT,72,0,1382,238,514,.463,0,0,0,238,514,.463,.463,107,142,.754,130,229,359,76,30,100,105,193,583,3.731707317073171,45.109756097560975,26.890243902439025
Rickey Green,PG,23,GSW,76,0,1098,143,375,.381,0,0,0,143,375,.381,.381,54,90,.600,49,67,116,149,58,1,79,95,340,10.0,43.0,39.0
Steve Green,SF,24,IND,44,0,449,56,128,.438,0,0,0,56,128,.438,.438,39,56,.696,31,40,71,30,14,2,23,67,151,19.0,31.0,51.0
Kevin Grevey,SF,24,WSB,81,0,2121,505,1128,.448,0,0,0,505,1128,.448,.448,243,308,.789,124,166,290,155,61,17,159,203,1253,7.0,44.0,38.0
Greg Griffin,SF,25,PHO,36,0,422,61,169,.361,0,0,0,61,169,.361,.361,23,36,.639,44,59,103,24,16,0,39,56,145,3.0,49.0,33.0
Bob Gross,SF,24,POR,72,0,2163,381,720,.529,0,0,0,381,720,.529,.529,152,190,.800,180,220,400,254,100,52,179,234,914,1.0,58.0,24.0
Ernie Grunfeld,SG,22,MIL,73,0,1261,204,461,.443,0,0,0,204,461,.443,.443,94,143,.657,70,124,194,145,54,19,98,150,502,13.0,44.0,38.0
Glenn Hansen,SG,25,TOT,5,0,13,0,7,.000,0,0,0,0,7,.000,.000,0,0,0,1,0,1,1,1,0,1,3,0,0.9268292682926829,2.1097560975609753,2.8902439024390243
Joe Hassett,SG,22,SEA,48,0,404,91,205,.444,0,0,0,91,205,.444,.444,10,12,.833,14,22,36,41,21,0,34,45,192,6.0,47.0,35.0
John Havlicek*,SF,37,BOS,82,0,2797,546,1217,.449,0,0,0,546,1217,.449,.449,230,269,.855,93,239,332,328,90,22,204,185,1322,18.0,32.0,50.0
Steve Hawes,PF,27,ATL,75,0,2325,387,854,.453,0,0,0,387,854,.453,.453,175,214,.818,180,510,690,190,78,57,148,230,949,11.0,41.0,41.0
Bubbles Hawkins,SG,23,NJN,15,0,343,69,150,.460,0,0,0,69,150,.460,.460,25,29,.862,21,29,50,37,22,13,43,51,163,22.0,24.0,58.0
Elvin Hayes*,PF,32,WSB,81,0,3246,636,1409,.451,0,0,0,636,1409,.451,.451,326,514,.634,335,740,1075,149,96,159,229,313,1598,7.0,44.0,38.0
Spencer Haywood*,PF,28,NYK,67,57,1765,412,852,.484,0,0,0,412,852,.484,.484,96,135,.711,141,301,442,126,37,72,140,188,920,12.0,43.0,39.0
Gar Heard,PF,29,PHO,80,0,2099,265,625,.424,0,0,0,265,625,.424,.424,90,147,.612,166,486,652,132,129,101,120,213,620,3.0,49.0,33.0
Tom Henderson,PG,26,WSB,75,0,2315,339,784,.432,0,0,0,339,784,.432,.432,179,240,.746,66,127,193,406,93,15,195,131,857,7.0,44.0,38.0
Armond Hill,PG,24,ATL,82,82,2530,304,732,.415,0,0,0,304,732,.415,.415,189,223,.848,59,172,231,427,151,15,240,302,797,11.0,41.0,41.0
Darnell Hillman,PF,28,TOT,78,0,1966,340,710,.479,0,0,0,340,710,.479,.479,167,286,.584,199,378,577,102,63,81,175,290,847,15.292682926829269,32.487804878048784,45.51219512195122
Wilbur Holland,SG,26,CHI,82,81,2884,569,1285,.443,0,0,0,569,1285,.443,.443,223,279,.799,105,189,294,313,164,14,223,258,1361,14.0,40.0,42.0
Lionel Hollins,PG,24,POR,81,0,2741,531,1202,.442,0,0,0,531,1202,.442,.442,223,300,.743,81,196,277,380,157,29,241,268,1285,1.0,58.0,24.0
Lou Hudson*,SG,33,LAL,82,0,2283,493,992,.497,0,0,0,493,992,.497,.497,137,177,.774,80,108,188,193,94,14,150,196,1123,5.0,45.0,37.0
Kim Hughes,C,25,NJN,56,0,854,57,160,.356,0,0,0,57,160,.356,.356,9,29,.310,95,145,240,38,49,49,57,163,123,22.0,24.0,58.0
Dan Issel*,C,29,DEN,82,0,2851,659,1287,.512,0,0,0,659,1287,.512,.512,428,547,.782,253,577,830,304,100,41,259,279,1746,8.0,48.0,34.0
Phil Jackson*,PF,32,NYK,63,0,654,55,115,.478,0,0,0,55,115,.478,.478,43,56,.768,29,81,110,46,31,15,47,106,153,12.0,43.0,39.0
Charles Johnson,SG,28,TOT,71,0,1299,237,581,.408,0,0,0,237,581,.408,.408,49,61,.803,43,112,155,130,62,5,73,129,523,7.2317073170731705,37.70731707317073,33.292682926829265
Dennis Johnson*,SG,23,SEA,81,0,2209,367,881,.417,0,0,0,367,881,.417,.417,297,406,.732,152,142,294,230,118,51,164,213,1031,6.0,47.0,35.0
Eddie Johnson,SG,22,ATL,79,0,1875,332,686,.484,0,0,0,332,686,.484,.484,164,201,.816,51,102,153,235,100,4,168,232,828,11.0,41.0,41.0
George Johnson,C,29,NJN,81,0,2411,285,721,.395,0,0,0,285,721,.395,.395,133,185,.719,245,534,779,111,78,274,221,339,703,22.0,24.0,58.0
John Johnson,SF,30,TOT,77,0,1823,342,824,.415,0,0,0,342,824,.415,.415,133,177,.751,102,208,310,211,43,19,169,197,817,5.817073170731708,43.90243902439025,33.09756097560975
Larry Johnson,SG,23,BUF,4,0,38,3,13,.231,0,0,0,3,13,.231,.231,0,2,.000,1,4,5,7,5,2,3,3,6,20.0,27.0,55.0
Marques Johnson,SF,21,MIL,80,0,2765,628,1204,.522,0,0,0,628,1204,.522,.522,301,409,.736,292,555,847,190,92,103,175,221,1557,13.0,44.0,38.0
Mickey Johnson,PF,25,CHI,81,81,2870,561,1215,.462,0,0,0,561,1215,.462,.462,362,446,.812,218,520,738,267,92,68,270,317,1484,14.0,40.0,42.0
Ollie Johnson,SF,28,ATL,82,0,1704,292,619,.472,0,0,0,292,619,.472,.472,111,130,.854,89,171,260,120,80,36,107,180,695,11.0,41.0,41.0
Bobby Jones*,PF,26,DEN,75,0,2440,440,761,.578,0,0,0,440,761,.578,.578,208,277,.751,164,472,636,252,137,126,194,221,1088,8.0,48.0,34.0
Caldwell Jones,C,27,PHI,80,69,1636,169,359,.471,0,0,0,169,359,.471,.471,96,153,.627,165,405,570,92,26,127,128,281,434,2.0,55.0,27.0
Dwight Jones,PF,25,HOU,82,0,2476,346,777,.445,0,0,0,346,777,.445,.445,181,233,.777,215,426,641,109,77,39,165,265,873,21.0,28.0,54.0
Robin Jones,C,23,HOU,12,0,66,11,20,.550,0,0,0,11,20,.550,.550,4,10,.400,5,9,14,2,1,1,7,16,26,21.0,28.0,54.0
Wil Jones,PF,30,BUF,79,0,1711,226,514,.440,0,0,0,226,514,.440,.440,84,119,.706,106,228,334,116,70,43,137,255,536,20.0,27.0,55.0
Eddie Jordan,PG,23,TOT,73,0,1213,215,538,.400,0,0,0,215,538,.400,.400,131,167,.784,35,84,119,177,126,19,106,94,561,16.097560975609756,26.46341463414634,46.536585365853654
George Karl*,PG,26,SAS,4,0,30,2,6,.333,0,0,0,2,6,.333,.333,2,2,1.000,0,5,5,5,1,0,4,6,6,4.0,52.0,30.0
Larry Kenon,SF,25,SAS,81,0,2869,698,1426,.489,0,0,0,698,1426,.489,.489,276,323,.854,245,528,773,268,115,24,279,209,1672,4.0,52.0,30.0
Bernard King*,SF,21,NJN,79,0,3092,798,1665,.479,0,0,0,798,1665,.479,.479,313,462,.677,265,486,751,193,122,36,311,302,1909,22.0,24.0,58.0
Billy Knight,SF,25,BUF,53,0,2155,457,926,.494,0,0,0,457,926,.494,.494,301,372,.809,126,257,383,161,82,13,167,137,1215,20.0,27.0,55.0
Toby Knight,SF,22,NYK,80,3,1169,222,465,.477,0,0,0,222,465,.477,.477,63,97,.649,121,200,321,38,50,28,97,211,507,12.0,43.0,39.0
Steve Kuberski,PF,30,BOS,3,0,14,1,4,.250,0,0,0,1,4,.250,.250,0,0,0,1,5,6,0,1,0,2,2,2,18.0,32.0,50.0
John Kuester,PG,22,KCK,78,0,1215,145,319,.455,0,0,0,145,319,.455,.455,87,105,.829,19,95,114,252,58,1,97,143,377,16.0,31.0,51.0
Kevin Kunnert,C,26,HOU,80,0,2152,368,842,.437,0,0,0,368,842,.437,.437,93,135,.689,262,431,693,97,44,90,141,315,829,21.0,28.0,54.0
Mitch Kupchak,PF,23,WSB,67,0,1759,393,768,.512,0,0,0,393,768,.512,.512,280,402,.697,162,298,460,71,28,42,184,196,1066,7.0,44.0,38.0
C.J. Kupec,SF,25,HOU,49,0,626,84,197,.426,0,0,0,84,197,.426,.426,27,33,.818,27,64,91,50,10,3,24,54,195,21.0,28.0,54.0
Sam Lacey,C,29,KCK,77,0,2131,265,590,.449,0,0,0,265,590,.449,.449,134,187,.717,155,487,642,300,120,108,186,264,664,16.0,31.0,51.0
Tom LaGarde,C,22,DEN,77,0,868,96,237,.405,0,0,0,96,237,.405,.405,114,150,.760,75,139,214,47,17,17,101,146,306,8.0,48.0,34.0
John Lambert,PF,25,CLE,76,0,1075,142,336,.423,0,0,0,142,336,.423,.423,27,48,.563,125,199,324,38,27,50,62,169,311,9.0,43.0,39.0
Mark Landsberger,PF,22,CHI,62,15,926,127,251,.506,0,0,0,127,251,.506,.506,91,157,.580,110,191,301,41,21,6,69,78,345,14.0,40.0,42.0
Bob Lanier*,C,29,DET,63,0,2311,622,1159,.537,0,0,0,622,1159,.537,.537,298,386,.772,197,518,715,216,82,93,225,185,1542,15.0,38.0,44.0
Rich Laurel,SG,23,MIL,10,0,57,10,31,.323,0,0,0,10,31,.323,.323,4,4,1.000,6,4,10,3,3,1,4,10,24,13.0,44.0,38.0
Mo Layton,PG,29,SAS,41,0,498,85,168,.506,0,0,0,85,168,.506,.506,12,13,.923,4,28,32,108,21,4,59,51,182,4.0,52.0,30.0
Ron Lee,PG,25,PHO,82,0,1928,417,950,.439,0,0,0,417,950,.439,.439,170,228,.746,95,159,254,305,225,17,221,257,1004,3.0,49.0,33.0
Scott Lloyd,C,25,TOT,70,0,678,80,193,.415,0,0,0,80,193,.415,.415,49,68,.721,52,93,145,44,14,14,43,105,209,15.878048780487806,25.951219512195124,44.048780487804876
John Lucas,PG,24,HOU,82,82,2933,412,947,.435,0,0,0,412,947,.435,.435,193,250,.772,51,204,255,768,160,9,213,208,1017,21.0,28.0,54.0
Maurice Lucas,PF,25,POR,68,0,2119,453,989,.458,0,0,0,453,989,.458,.458,207,270,.767,186,435,621,173,61,56,192,221,1113,1.0,58.0,24.0
Moses Malone*,C,22,HOU,59,0,2107,413,828,.499,0,0,0,413,828,.499,.499,318,443,.718,380,506,886,31,48,76,220,179,1144,21.0,28.0,54.0
Ricky Marsh,SG,23,GSW,60,0,851,123,289,.426,0,0,0,123,289,.426,.426,23,33,.697,16,59,75,90,29,19,50,111,269,10.0,43.0,39.0
