Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Dontell Jefferson,25,6,84,11,22,1,2,6,9,1,12,9,4,1,6,9,29,.500,.500,.667
Trey Johnson,24,4,14,0,5,0,0,4,4,0,1,0,0,0,1,4,4,.000,0.0,1.000
DeAndre Jordan,20,53,771,93,147,0,0,42,109,72,237,11,11,59,41,96,228,.633,0.0,.385
Kosta Koufos,19,48,565,94,185,0,0,36,51,50,138,20,12,31,26,70,224,.508,0.0,.706
Rob Kurz,23,40,442,51,131,15,38,40,50,33,81,20,14,19,16,78,157,.389,.395,.800
Courtney Lee,23,77,1939,243,540,82,203,78,94,18,178,91,76,14,69,157,646,.450,.404,.830
Brook Lopez,20,82,2501,448,844,0,2,172,217,225,665,86,44,151,147,257,1068,.531,.000,.793
Robin Lopez,20,60,614,71,137,0,1,47,68,52,118,8,11,41,28,97,189,.518,.000,.691
Kevin Love,20,81,2048,316,688,2,19,265,336,274,734,84,35,50,118,205,899,.459,.105,.789
Cartier Martin,24,33,266,28,77,10,33,20,25,7,33,13,8,4,9,33,86,.364,.303,.800
O.J. Mayo,21,82,3120,562,1283,145,378,247,281,56,308,262,91,13,226,204,1516,.438,.384,.879
Luc Mbah a Moute,22,82,2114,227,491,0,4,140,192,189,487,87,87,45,100,204,594,.462,.000,.729
JaVale McGee,21,75,1143,191,387,0,0,107,162,120,294,23,33,75,61,155,489,.494,0.0,.660
Anthony Morrow,23,67,1515,255,534,86,184,80,92,78,199,80,36,12,52,130,676,.478,.467,.870
DeMarcus Nelson,23,13,171,24,54,0,3,5,14,6,24,13,9,2,15,24,53,.444,.000,.357
Greg Oden,21,61,1314,198,351,0,0,144,226,169,424,31,25,69,87,238,540,.564,0.0,.637
Anthony Randolph,19,63,1129,199,431,0,4,101,141,128,363,49,42,74,80,141,499,.462,.000,.716
Derrick Rose,20,81,3000,574,1208,16,72,197,250,96,317,512,66,18,202,125,1361,.475,.222,.788
Brandon Rush,23,75,1803,243,575,78,209,46,66,34,233,66,38,37,75,128,610,.423,.373,.697
Walter Sharpe,22,8,20,4,11,0,2,0,2,0,3,0,0,2,0,3,8,.364,.000,.000
Sean Singletary,23,37,303,31,85,10,25,18,21,10,35,29,11,0,23,45,90,.365,.400,.857
Marreese Speights,21,79,1263,252,502,2,8,102,132,123,293,30,27,56,46,181,608,.502,.250,.773
Mike Taylor,23,51,771,110,267,13,40,56,81,22,87,106,36,0,73,84,289,.412,.325,.691
Jason Thompson,22,82,2303,356,717,0,8,198,286,234,606,93,46,59,146,314,910,.497,.000,.692
Anthony Tolliver,23,19,208,19,65,9,41,5,10,12,41,17,5,1,7,16,52,.292,.220,.500
Roko Ukić,24,72,890,123,324,11,62,44,60,27,75,153,30,2,60,77,301,.380,.177,.733
Henry Walker,21,29,216,36,58,0,1,16,23,8,29,13,6,2,18,51,88,.621,.000,.696
Kyle Weaver,22,56,1166,113,246,32,93,41,58,31,130,101,47,25,69,81,299,.459,.344,.707
Sonny Weems,22,12,55,8,25,0,3,3,8,0,4,3,1,0,6,8,19,.320,.000,.375
Russell Westbrook,20,82,2668,436,1095,35,129,349,428,178,399,435,110,16,274,191,1256,.398,.271,.815
D.J. White,22,7,130,26,50,0,0,10,13,10,32,6,3,5,3,10,62,.520,0.0,.769
Jawad Williams,25,10,20,5,12,2,6,0,0,1,2,0,1,0,1,2,12,.417,.333,0.0
Sun Yue,23,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,.273,.000,0.0
