Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Markelle Fultz,PG,25,ORL,43,18,910,154,326,.472,4,18,.222,150,308,.487,.479,23,33,.697,56,82,138,120,42,15,50,65,335,15.0,47.0,35.0
Andrew Funk,SG,24,CHI,5,0,13,0,4,.000,0,3,.000,0,1,.000,.000,0,0,0,0,0,0,0,1,1,0,0,0,20.0,39.0,43.0
Wenyen Gabriel,PF,26,MEM,5,0,81,8,22,.364,1,6,.167,7,16,.438,.386,0,5,.000,7,18,25,3,2,2,8,10,17,26.0,27.0,55.0
Daniel Gafford,C-PF,25,TOT,74,66,1815,348,480,.725,0,0,0,348,480,.725,.725,118,175,.674,195,367,562,115,65,153,74,227,814,20.31707317073171,25.914634146341463,48.085365853658544
Danilo Gallinari,PF-SF,35,TOT,49,0,630,83,190,.437,30,93,.323,53,97,.546,.516,84,98,.857,20,88,108,55,14,6,23,50,280,13.341463414634148,15.939024390243901,33.0609756097561
Darius Garland,PG,24,CLE,57,57,1901,375,841,.446,132,356,.371,243,485,.501,.524,146,175,.834,30,122,152,373,74,7,176,95,1028,13.0,48.0,34.0
Usman Garuba,PF,21,GSW,6,0,18,1,6,.167,0,1,.000,1,5,.200,.167,1,2,.500,3,4,7,1,1,3,2,2,3,11.0,46.0,36.0
Luka Garza,C,25,MIN,25,0,122,36,75,.480,9,32,.281,27,43,.628,.540,18,25,.720,19,12,31,4,4,1,6,24,99,3.0,56.0,26.0
Kaiser Gates,SF,27,NOP,1,0,7,0,4,.000,0,2,.000,0,2,.000,.000,0,0,0,0,1,1,0,0,0,0,0,0,6.0,49.0,33.0
Keyonte George,PG,20,UTA,75,44,2023,319,815,.391,147,440,.334,172,375,.459,.482,189,223,.848,15,196,211,332,36,7,188,91,974,23.0,31.0,51.0
Paul George,PF,33,LAC,74,74,2502,582,1236,.471,243,588,.413,339,648,.523,.569,264,291,.907,37,351,388,262,113,37,153,202,1671,7.0,51.0,31.0
Taj Gibson,PF,38,TOT,20,1,204,15,37,.405,2,10,.200,13,27,.481,.432,2,2,1.000,12,25,37,11,3,7,5,31,34,2.2926829268292686,10.439024390243903,9.560975609756099
Josh Giddey,SG,21,OKC,80,80,2011,402,847,.475,82,243,.337,320,604,.530,.523,100,124,.806,111,403,514,386,51,44,168,111,986,2.0,57.0,25.0
Harry Giles,C,25,TOT,23,0,100,23,50,.460,3,14,.214,20,36,.556,.490,7,13,.538,12,18,30,6,2,3,6,15,56,5.914634146341464,10.256097560975611,12.74390243902439
Shai Gilgeous-Alexander,PG,25,OKC,75,75,2553,796,1487,.535,95,269,.353,701,1218,.576,.567,567,649,.874,65,350,415,465,150,67,162,184,2254,2.0,57.0,25.0
Anthony Gill,PF,31,WAS,50,3,466,75,160,.469,10,41,.244,65,119,.546,.500,29,36,.806,37,57,94,34,13,11,23,48,189,28.0,15.0,67.0
Collin Gillespie,PG,24,DEN,24,0,225,32,69,.464,15,38,.395,17,31,.548,.572,8,12,.667,1,20,21,27,13,0,14,24,87,4.0,57.0,25.0
Jacob Gilyard,PG,25,TOT,41,14,699,60,150,.400,51,126,.405,9,24,.375,.570,2,2,1.000,9,37,46,137,33,5,30,39,173,12.804878048780488,13.74390243902439,27.256097560975608
Rudy Gobert,C,31,MIN,76,76,2593,406,614,.661,0,3,.000,406,611,.664,.661,249,390,.638,285,697,982,102,52,162,118,238,1061,3.0,56.0,26.0
Jordan Goodwin,PG,25,TOT,57,12,1055,141,382,.369,42,141,.298,99,241,.411,.424,44,59,.746,88,165,253,155,48,18,56,76,368,9.78048780487805,29.5,27.5
Aaron Gordon,PF,28,DEN,73,73,2297,398,716,.556,40,138,.290,358,578,.619,.584,177,269,.658,174,297,471,259,56,45,105,142,1013,4.0,57.0,25.0
Eric Gordon,SG,35,PHO,68,24,1893,274,618,.443,150,397,.378,124,221,.561,.565,51,64,.797,16,106,122,139,66,30,73,79,749,9.0,49.0,33.0
Devonte' Graham,PG,28,SAS,23,0,313,38,108,.352,25,83,.301,13,25,.520,.468,13,16,.813,5,31,36,49,9,2,17,14,114,24.0,22.0,60.0
Jerami Grant,PF,29,POR,54,54,1830,383,850,.451,111,276,.402,272,574,.474,.516,255,312,.817,37,154,191,152,45,34,116,117,1132,29.0,21.0,61.0
RaiQuan Gray,PF,24,SAS,3,0,39,10,17,.588,3,7,.429,7,10,.700,.676,0,0,0,2,5,7,6,1,1,1,0,23,24.0,22.0,60.0
A.J. Green,SG,24,MIL,56,0,614,83,196,.423,69,169,.408,14,27,.519,.599,17,19,.895,9,55,64,30,9,4,12,49,252,12.0,49.0,33.0
Danny Green,SG,36,PHI,2,0,18,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,2,2,1,1,0,0,1,0,8.0,47.0,35.0
Draymond Green,PF,33,GSW,55,52,1490,185,372,.497,51,129,.395,134,243,.551,.566,54,74,.730,76,322,398,332,55,47,135,166,475,11.0,46.0,36.0
Jalen Green,SG,21,HOU,82,82,2601,563,1332,.423,201,605,.332,362,727,.498,.498,283,352,.804,41,382,423,291,66,28,191,115,1610,18.0,41.0,41.0
Javonte Green,SF,30,CHI,9,5,230,45,75,.600,10,27,.370,35,48,.729,.667,10,13,.769,20,47,67,5,10,8,7,19,110,20.0,39.0,43.0
Jeff Green,PF,37,HOU,78,6,1307,167,366,.456,53,160,.331,114,206,.553,.529,122,149,.819,46,132,178,70,16,31,46,100,509,18.0,41.0,41.0
Josh Green,SG,23,DAL,57,33,1505,179,374,.479,72,187,.385,107,187,.572,.575,39,57,.684,40,144,184,130,47,9,60,107,469,14.0,50.0,32.0
AJ Griffin,SF,20,ATL,20,0,171,18,62,.290,10,39,.256,8,23,.348,.371,2,2,1.000,2,16,18,5,1,2,8,6,48,21.0,36.0,46.0
Quentin Grimes,SG,23,TOT,51,18,1025,122,328,.372,81,240,.338,41,88,.466,.495,34,45,.756,15,85,100,66,35,7,28,75,359,4.719512195121951,28.463414634146343,22.53658536585366
Mouhamadou Gueye,PF,25,TOR,11,0,120,11,38,.289,0,3,.000,11,35,.314,.289,4,9,.444,12,11,23,5,3,18,12,15,26,25.0,25.0,57.0
Mouhamed Gueye,PF,21,ATL,6,0,73,8,23,.348,3,9,.333,5,14,.357,.413,5,6,.833,10,12,22,4,5,4,1,13,24,21.0,36.0,46.0
Rui Hachimura,PF,25,LAL,68,39,1826,363,676,.537,98,232,.422,265,444,.597,.609,99,134,.739,58,236,294,81,41,25,46,101,923,19.0,47.0,35.0
Ashton Hagans,PG,24,POR,19,1,316,29,71,.408,8,25,.320,21,46,.457,.465,14,17,.824,14,31,45,54,11,9,30,40,80,29.0,21.0,61.0
Tyrese Haliburton,PG,23,IND,69,68,2224,500,1048,.477,195,535,.364,305,513,.595,.570,194,227,.855,35,236,271,752,83,48,159,75,1389,10.0,47.0,35.0
R.J. Hampton,PG,22,MIA,8,2,76,4,14,.286,1,8,.125,3,6,.500,.321,1,2,.500,2,4,6,8,0,0,3,8,10,16.0,46.0,36.0
Tim Hardaway Jr.,SF,31,DAL,79,12,2120,392,976,.402,211,597,.353,181,379,.478,.510,144,169,.852,22,232,254,139,42,6,69,106,1139,14.0,50.0,32.0
James Harden,PG,34,LAC,72,72,2470,352,822,.428,186,488,.381,166,334,.497,.541,302,344,.878,34,335,369,614,77,57,185,127,1192,7.0,51.0,31.0
Jaden Hardy,SG,21,DAL,73,7,989,195,479,.407,81,224,.362,114,255,.447,.492,59,76,.776,20,111,131,109,22,4,62,80,530,14.0,50.0,32.0
Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,25.0,25.0,57.0
Gary Harris,SG,29,ORL,54,27,1297,131,297,.441,76,205,.371,55,92,.598,.569,34,45,.756,24,67,91,87,49,14,31,91,372,15.0,47.0,35.0
Joe Harris,SG,32,DET,16,0,170,14,39,.359,10,30,.333,4,9,.444,.487,1,2,.500,3,10,13,10,3,2,4,19,39,27.0,14.0,68.0
Kevon Harris,SG,26,ORL,2,0,6,2,3,.667,0,0,0,2,3,.667,.667,0,0,0,0,2,2,1,0,0,1,3,4,15.0,47.0,35.0
Tobias Harris,PF,31,PHI,70,70,2368,463,951,.487,91,258,.353,372,693,.537,.535,187,213,.878,80,373,453,217,70,46,93,115,1204,8.0,47.0,35.0
Shaquille Harrison,SG,30,MEM,3,0,6,1,2,.500,0,0,0,1,2,.500,.500,0,0,0,0,2,2,0,0,1,0,0,2,26.0,27.0,55.0
Josh Hart,SF,28,NYK,81,42,2707,295,679,.434,80,258,.310,215,421,.511,.493,91,115,.791,128,547,675,331,75,23,118,171,761,5.0,50.0,32.0
Isaiah Hartenstein,C,25,NYK,75,49,1896,235,365,.644,1,3,.333,234,362,.646,.645,111,157,.707,244,382,626,188,87,85,93,210,582,5.0,50.0,32.0
Sam Hauser,SF,26,BOS,79,13,1741,249,558,.446,197,465,.424,52,93,.559,.623,17,19,.895,45,231,276,82,40,25,32,99,712,1.0,64.0,18.0
Jordan Hawkins,SG,21,NOP,67,10,1160,174,456,.382,109,298,.366,65,158,.411,.501,67,80,.838,29,119,148,70,19,7,40,72,524,6.0,49.0,33.0
Jaxson Hayes,C,23,LAL,70,5,877,126,175,.720,0,8,.000,126,167,.754,.720,51,82,.622,69,142,211,33,34,29,43,123,303,19.0,47.0,35.0
Killian Hayes,PG,22,DET,42,31,1008,117,283,.413,22,74,.297,95,209,.455,.452,33,50,.660,11,108,119,205,36,20,51,75,289,27.0,14.0,68.0
Gordon Hayward,SF,33,TOT,51,28,1245,187,403,.464,37,90,.411,150,313,.479,.510,89,120,.742,38,143,181,158,40,13,66,67,500,9.78048780487805,24.475609756097562,26.524390243902438
Scoot Henderson,PG,19,POR,62,32,1765,307,797,.385,87,268,.325,220,529,.416,.440,167,204,.819,53,141,194,336,48,13,212,195,868,29.0,21.0,61.0
Taylor Hendricks,PF,20,UTA,40,23,856,108,240,.450,53,140,.379,55,100,.550,.560,23,29,.793,46,139,185,32,28,30,27,77,292,23.0,31.0,51.0
Tyler Herro,SG,24,MIA,42,40,1407,324,735,.441,132,333,.396,192,402,.478,.531,95,111,.856,19,203,222,188,30,3,93,63,875,16.0,46.0,36.0
Buddy Hield,SF-SG,31,TOT,84,42,2160,371,850,.436,219,568,.386,152,282,.539,.565,52,59,.881,61,208,269,236,70,42,103,169,1013,9.463414634146343,48.146341463414636,35.853658536585364
Haywood Highsmith,PF,27,MIA,66,26,1366,153,329,.465,76,192,.396,77,137,.562,.581,23,36,.639,65,145,210,70,53,30,34,117,405,16.0,46.0,36.0
Nate Hinton,SG,24,HOU,15,0,75,11,26,.423,7,14,.500,4,12,.333,.558,4,5,.800,7,15,22,10,3,2,3,11,33,18.0,41.0,41.0
D'Moi Hodge,SG,25,LAL,7,0,41,5,15,.333,3,12,.250,2,3,.667,.433,1,2,.500,0,0,0,5,1,1,1,4,14,19.0,47.0,35.0
Aaron Holiday,PG,27,HOU,78,1,1269,186,417,.446,84,217,.387,102,200,.510,.547,58,63,.921,23,100,123,140,42,6,53,125,514,18.0,41.0,41.0
Jrue Holiday,PG,33,BOS,69,69,2263,331,689,.480,138,322,.429,193,367,.526,.581,60,72,.833,84,289,373,333,61,53,124,108,860,1.0,64.0,18.0
Justin Holiday,SG,34,DEN,58,9,862,88,194,.454,55,136,.404,33,58,.569,.595,3,4,.750,9,62,71,67,36,9,14,69,234,4.0,57.0,25.0
Richaun Holmes,C-PF,30,TOT,40,10,555,82,147,.558,1,3,.333,81,144,.563,.561,34,47,.723,71,111,182,25,11,19,24,74,199,9.731707317073171,17.134146341463413,22.865853658536587
Chet Holmgren,C,21,OKC,82,82,2413,505,953,.530,129,349,.370,376,604,.623,.598,218,275,.793,129,519,648,200,53,190,131,197,1357,2.0,57.0,25.0
Jalen Hood-Schifino,SG,20,LAL,21,0,109,10,45,.222,2,15,.133,8,30,.267,.244,12,20,.600,2,11,13,8,3,2,9,13,34,19.0,47.0,35.0
Al Horford,C,37,BOS,65,33,1740,214,419,.511,108,258,.419,106,161,.658,.640,26,30,.867,82,331,413,168,38,62,48,93,562,1.0,64.0,18.0
Talen Horton-Tucker,PG,23,UTA,51,11,1009,184,465,.396,60,182,.330,124,283,.438,.460,88,109,.807,21,100,121,177,45,19,65,94,516,23.0,31.0,51.0
Danuel House Jr.,SF,30,PHI,34,4,509,47,105,.448,15,50,.300,32,55,.582,.519,35,46,.761,16,42,58,28,15,5,19,45,144,8.0,47.0,35.0
Caleb Houstan,SF,21,ORL,59,13,815,80,206,.388,72,193,.373,8,13,.615,.563,21,26,.808,28,56,84,29,15,4,16,61,253,15.0,47.0,35.0
Jett Howard,SF,20,ORL,18,0,67,10,30,.333,7,25,.280,3,5,.600,.450,2,4,.500,1,6,7,6,2,2,3,4,29,15.0,47.0,35.0
Kevin Huerter,SG,25,SAC,64,59,1562,248,560,.443,123,341,.361,125,219,.571,.553,36,47,.766,38,186,224,166,45,23,53,135,655,17.0,46.0,36.0
Jay Huff,C,25,DEN,20,0,49,9,15,.600,3,9,.333,6,6,1.000,.700,2,2,1.000,2,9,11,2,2,3,1,9,23,4.0,57.0,25.0
De'Andre Hunter,SF,26,ATL,57,37,1681,304,663,.459,117,304,.385,187,359,.521,.547,166,196,.847,31,191,222,87,40,16,83,146,891,21.0,36.0,46.0
Matthew Hurt,PF,23,MEM,8,0,113,12,34,.353,5,20,.250,7,14,.500,.426,3,3,1.000,9,7,16,4,3,3,2,8,32,26.0,27.0,55.0
Bones Hyland,PG,23,LAC,37,5,540,97,251,.386,44,135,.326,53,116,.457,.474,18,23,.783,5,50,55,93,26,4,44,51,256,7.0,51.0,31.0
Joe Ingles,SF,36,ORL,68,0,1169,99,227,.436,70,161,.435,29,66,.439,.590,28,34,.824,18,124,142,203,43,5,67,88,296,15.0,47.0,35.0
Brandon Ingram,SF,26,NOP,64,64,2103,500,1017,.492,86,242,.355,414,775,.534,.534,246,307,.801,43,281,324,363,50,40,163,145,1332,6.0,49.0,33.0
Kyrie Irving,SG,31,DAL,58,58,2030,562,1131,.497,173,421,.411,389,710,.548,.573,190,210,.905,44,246,290,299,74,28,106,112,1487,14.0,50.0,32.0
Jonathan Isaac,PF,26,ORL,58,2,914,146,286,.510,42,112,.375,104,174,.598,.584,59,82,.720,73,187,260,30,43,70,27,64,393,15.0,47.0,35.0
Jaden Ivey,SG,21,DET,77,61,2217,417,973,.429,124,369,.336,293,604,.485,.492,227,303,.749,86,178,264,296,57,41,190,204,1185,27.0,14.0,68.0
Andre Jackson Jr.,SG,22,MIL,57,8,572,50,100,.500,17,46,.370,33,54,.611,.585,8,11,.727,43,70,113,50,16,6,28,92,125,12.0,49.0,33.0
GG Jackson II,PF,19,MEM,48,18,1233,241,563,.428,102,286,.357,139,277,.502,.519,115,153,.752,53,143,196,59,28,24,65,64,699,26.0,27.0,55.0
Isaiah Jackson,C,22,IND,59,3,771,155,233,.665,0,4,.000,155,229,.677,.665,73,102,.716,94,144,238,50,34,61,39,137,383,10.0,47.0,35.0
Jaren Jackson Jr.,C,24,MEM,66,66,2124,516,1162,.444,117,366,.320,399,796,.501,.494,337,417,.808,85,280,365,154,80,106,160,235,1486,26.0,27.0,55.0
Justin Jackson,SF,28,MIN,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,56.0,26.0
Quenton Jackson,PG,25,IND,3,0,11,0,1,.000,0,0,0,0,1,.000,.000,2,2,1.000,0,4,4,2,1,0,0,1,2,10.0,47.0,35.0
Reggie Jackson,PG,33,DEN,82,23,1817,326,756,.431,102,284,.359,224,472,.475,.499,79,98,.806,33,122,155,308,44,13,106,149,833,4.0,57.0,25.0
Trayce Jackson-Davis,PF,23,GSW,68,16,1130,233,332,.702,0,1,.000,233,331,.704,.702,74,132,.561,135,206,341,82,29,76,49,108,540,11.0,46.0,36.0
LeBron James,PF,39,LAL,71,71,2504,685,1269,.540,149,363,.410,536,906,.592,.599,303,404,.750,61,457,518,589,89,38,245,78,1822,19.0,47.0,35.0
Jaime Jaquez Jr.,SF,22,MIA,75,20,2113,341,697,.489,65,202,.322,276,495,.558,.536,142,175,.811,82,203,285,195,77,20,110,167,889,16.0,46.0,36.0
DeJon Jarreau,SG,26,MEM,9,0,150,17,50,.340,4,13,.308,13,37,.351,.380,5,11,.455,8,36,44,26,6,2,9,14,43,26.0,27.0,55.0
DaQuan Jeffries,SG,26,NYK,17,0,46,6,17,.353,2,10,.200,4,7,.571,.412,0,2,.000,0,5,5,5,0,1,3,2,14,5.0,50.0,32.0
Trey Jemison,C,24,TOT,25,14,573,75,136,.551,0,0,0,75,136,.551,.551,21,25,.840,64,70,134,27,12,28,34,69,171,7.975609756097561,7.939024390243904,17.0609756097561
Ty Jerome,SG,26,CLE,2,0,15,2,4,.500,0,1,.000,2,3,.667,.500,0,0,0,1,0,1,3,0,0,1,2,4,13.0,48.0,34.0
Isaiah Joe,SG,24,OKC,78,1,1445,222,485,.458,147,353,.416,75,132,.568,.609,45,52,.865,32,148,180,99,46,22,47,87,636,2.0,57.0,25.0
Cameron Johnson,PF,27,BRK,58,47,1599,276,619,.446,138,353,.391,138,266,.519,.557,86,109,.789,55,196,251,138,49,15,57,105,776,22.0,32.0,50.0
Jalen Johnson,SF,22,ATL,56,52,1889,359,702,.511,71,200,.355,288,502,.574,.562,107,147,.728,74,414,488,203,67,47,101,133,896,21.0,36.0,46.0
James Johnson,PF,36,IND,9,0,47,3,10,.300,0,2,.000,3,8,.375,.300,2,2,1.000,1,3,4,8,5,1,5,9,8,10.0,47.0,35.0
Keldon Johnson,SF,24,SAS,69,27,2038,391,862,.454,127,367,.346,264,495,.533,.527,175,221,.792,95,282,377,195,51,20,100,149,1084,24.0,22.0,60.0
Keon Johnson,SG,21,BRK,5,0,61,8,21,.381,4,10,.400,4,11,.364,.476,11,12,.917,3,4,7,3,3,1,5,5,31,22.0,32.0,50.0
Keyontae Johnson,SF,23,OKC,9,0,66,5,16,.313,1,3,.333,4,13,.308,.344,0,0,0,4,6,10,4,1,0,4,5,11,2.0,57.0,25.0
Nikola Jokić,C,28,DEN,79,79,2737,822,1411,.583,83,231,.359,739,1180,.626,.612,358,438,.817,223,753,976,708,108,68,237,194,2085,4.0,57.0,25.0
Colby Jones,SG,21,SAC,30,0,192,28,71,.394,2,22,.091,26,49,.531,.408,6,11,.545,17,23,40,20,7,5,10,29,64,17.0,46.0,36.0
Damian Jones,C,28,CLE,39,0,270,43,72,.597,3,14,.214,40,58,.690,.618,18,21,.857,20,42,62,15,7,13,13,27,107,13.0,48.0,34.0
Derrick Jones Jr.,SF,26,DAL,76,66,1783,239,495,.483,82,239,.343,157,256,.613,.566,97,136,.713,82,168,250,75,53,51,65,121,657,14.0,50.0,32.0
Herbert Jones,SF,25,NOP,76,76,2321,293,588,.498,114,273,.418,179,315,.568,.595,137,158,.867,74,198,272,199,105,62,93,224,837,6.0,49.0,33.0
Mason Jones,SG,25,SAC,5,0,28,2,8,.250,2,7,.286,0,1,.000,.375,1,2,.500,1,4,5,5,1,0,2,3,7,17.0,46.0,36.0
Tre Jones,PG,24,SAS,77,48,2138,303,600,.505,64,191,.335,239,409,.584,.558,101,118,.856,58,231,289,478,78,9,116,92,771,24.0,22.0,60.0
Tyus Jones,PG,27,WAS,66,66,1933,326,666,.489,106,256,.414,220,410,.537,.569,32,40,.800,20,159,179,485,71,18,66,48,790,28.0,15.0,67.0
DeAndre Jordan,C,35,DEN,36,2,396,58,93,.624,0,0,0,58,93,.624,.624,26,53,.491,54,103,157,26,6,16,23,56,142,4.0,57.0,25.0
Cory Joseph,PG,32,GSW,26,0,296,23,64,.359,13,42,.310,10,22,.455,.461,4,7,.571,6,24,30,42,4,3,12,25,63,11.0,46.0,36.0
Nikola Jović,PF,20,MIA,46,38,896,127,281,.452,65,163,.399,62,118,.525,.568,33,47,.702,25,167,192,90,25,14,42,82,352,16.0,46.0,36.0
Johnny Juzang,SG,22,UTA,20,5,372,51,110,.464,32,77,.416,19,33,.576,.609,10,14,.714,7,29,36,23,4,2,13,29,144,23.0,31.0,51.0
Luke Kennard,SG,27,MEM,39,22,999,141,315,.448,107,238,.450,34,77,.442,.617,40,45,.889,11,102,113,136,20,2,54,39,429,26.0,27.0,55.0
Walker Kessler,C,22,UTA,64,22,1493,229,350,.654,4,19,.211,225,331,.680,.660,56,93,.602,165,316,481,60,30,154,66,132,518,23.0,31.0,51.0
Braxton Key,SF,26,DEN,20,0,60,7,17,.412,2,5,.400,5,12,.417,.471,6,8,.750,3,15,18,9,2,1,1,5,22,4.0,57.0,25.0
Corey Kispert,SF,24,WAS,80,22,2067,386,794,.486,184,480,.383,202,314,.643,.602,114,157,.726,30,195,225,156,41,16,98,141,1070,28.0,15.0,67.0
Maxi Kleber,C,32,DAL,43,7,871,63,146,.432,32,92,.348,31,54,.574,.541,33,47,.702,30,113,143,68,17,30,28,79,191,14.0,50.0,32.0
Kevin Knox,SF,24,DET,31,11,560,86,186,.462,31,94,.330,55,92,.598,.546,20,22,.909,18,57,75,23,13,7,22,50,223,27.0,14.0,68.0
John Konchar,SF,27,MEM,55,23,1173,88,208,.423,38,120,.317,50,88,.568,.514,21,25,.840,72,185,257,110,51,51,46,76,235,26.0,27.0,55.0
Furkan Korkmaz,SG,26,PHI,35,0,300,30,76,.395,14,40,.350,16,36,.444,.487,14,20,.700,4,26,30,25,14,3,10,17,88,8.0,47.0,35.0
Luke Kornet,C,28,BOS,63,7,983,142,203,.700,1,1,1.000,141,202,.698,.702,49,54,.907,118,143,261,67,23,61,21,77,334,1.0,64.0,18.0
Vit Krejci,PG,23,ATL,22,14,541,51,104,.490,28,68,.412,23,36,.639,.625,5,6,.833,11,41,52,50,13,6,20,48,135,21.0,36.0,46.0
Jonathan Kuminga,PF,21,GSW,74,46,1949,456,862,.529,53,165,.321,403,697,.578,.560,223,299,.746,92,263,355,163,55,36,122,169,1188,11.0,46.0,36.0
Kyle Kuzma,PF,28,WAS,70,70,2281,608,1313,.463,151,450,.336,457,863,.530,.521,186,240,.775,62,402,464,296,37,49,192,153,1553,28.0,15.0,67.0
Jock Landale,C,28,HOU,56,3,763,106,206,.515,10,40,.250,96,166,.578,.539,52,65,.800,88,84,172,65,20,33,31,74,274,18.0,41.0,41.0
Jake LaRavia,PF,22,MEM,35,6,806,118,303,.389,53,156,.340,65,147,.442,.477,90,109,.826,51,77,128,58,29,12,45,69,379,26.0,27.0,55.0
Zach LaVine,SG,28,CHI,25,23,872,170,376,.452,59,169,.349,111,207,.536,.531,88,103,.854,8,121,129,98,21,8,52,57,487,20.0,39.0,43.0
A.J. Lawson,SG,23,DAL,42,0,311,54,121,.446,13,50,.260,41,71,.577,.500,15,23,.652,14,36,50,20,10,3,14,22,136,14.0,50.0,32.0
Saben Lee,PG,24,PHO,24,0,185,20,55,.364,2,16,.125,18,39,.462,.382,29,39,.744,9,22,31,30,7,3,8,13,71,9.0,49.0,33.0
Alex Len,C,30,SAC,48,0,444,50,81,.617,0,3,.000,50,78,.641,.617,20,34,.588,46,82,128,50,11,33,27,66,120,17.0,46.0,36.0
Kawhi Leonard,SF,32,LAC,68,68,2330,610,1162,.525,140,336,.417,470,826,.569,.585,253,286,.885,84,332,416,244,111,59,119,97,1613,7.0,51.0,31.0
Caris LeVert,SG,29,CLE,68,10,1958,345,820,.421,108,332,.325,237,488,.486,.487,154,201,.766,39,241,280,346,76,34,117,121,952,13.0,48.0,34.0
Kira Lewis Jr.,PG,22,TOT,28,0,265,34,92,.370,4,33,.121,30,59,.508,.391,17,20,.850,9,17,26,37,9,2,14,13,89,4.7682926829268295,13.804878048780488,14.195121951219512
Maxwell Lewis,SF,21,LAL,34,0,103,4,21,.190,1,9,.111,3,12,.250,.214,2,3,.667,2,2,4,6,2,1,10,5,11,19.0,47.0,35.0
E.J. Liddell,PF,23,NOP,8,0,23,1,6,.167,0,5,.000,1,1,1.000,.167,2,2,1.000,0,5,5,1,2,2,2,2,4,6.0,49.0,33.0
Damian Lillard,PG,33,MIL,73,73,2579,541,1277,.424,220,622,.354,321,655,.490,.510,473,514,.920,36,284,320,508,72,18,193,134,1775,12.0,49.0,33.0
Nassir Little,SF,23,PHO,45,2,458,57,124,.460,21,70,.300,36,54,.667,.544,17,20,.850,14,61,75,21,10,10,14,39,152,9.0,49.0,33.0
Dereck Lively II,C,19,DAL,55,42,1294,221,296,.747,0,2,.000,221,294,.752,.747,41,81,.506,135,243,378,60,36,77,50,144,483,14.0,50.0,32.0
Isaiah Livers,PF,25,DET,23,6,469,40,116,.345,22,77,.286,18,39,.462,.440,12,18,.667,15,33,48,25,13,5,16,43,114,27.0,14.0,68.0
Chris Livingston,SF,20,MIL,21,0,90,11,22,.500,1,5,.200,10,17,.588,.523,3,4,.750,3,18,21,5,2,0,5,15,26,12.0,49.0,33.0
Kenneth Lofton Jr.,PF,21,TOT,21,0,199,36,78,.462,7,24,.292,29,54,.537,.506,17,26,.654,12,26,38,33,6,5,14,24,96,6.073170731707317,7.597560975609756,13.402439024390244
Kevon Looney,C,27,GSW,74,36,1195,139,233,.597,0,1,.000,139,232,.599,.597,56,83,.675,143,276,419,133,28,29,50,155,334,11.0,46.0,36.0
Brook Lopez,C,35,MIL,79,79,2411,366,755,.485,148,404,.366,218,351,.621,.583,110,134,.821,117,292,409,127,43,189,79,191,990,12.0,49.0,33.0
Robin Lopez,C,35,MIL,16,2,65,7,19,.368,2,8,.250,5,11,.455,.421,2,2,1.000,3,2,5,4,1,3,2,7,18,12.0,49.0,33.0
Kevin Love,PF,35,MIA,55,5,924,158,359,.440,84,244,.344,74,115,.643,.557,85,108,.787,59,279,338,115,18,10,48,97,485,16.0,46.0,36.0
Kyle Lowry,PG,37,TOT,60,55,1690,163,377,.432,98,250,.392,65,127,.512,.562,63,75,.840,34,160,194,253,59,21,85,146,487,9.463414634146343,33.9390243902439,26.0609756097561
Seth Lundy,SF,23,ATL,9,0,52,4,17,.235,3,13,.231,1,4,.250,.324,3,4,.750,1,6,7,0,0,0,1,6,14,21.0,36.0,46.0
Trey Lyles,PF,28,SAC,58,0,1158,143,321,.445,84,219,.384,59,102,.578,.576,49,70,.700,61,196,257,72,17,19,38,86,419,17.0,46.0,36.0
Théo Maledon,PG,22,TOT,17,1,213,20,70,.286,5,30,.167,15,40,.375,.321,14,15,.933,4,20,24,28,7,0,18,21,59,5.195121951219512,5.7195121951219505,11.280487804878048
Sandro Mamukelashvili,C,24,SAS,46,5,451,73,155,.471,19,64,.297,54,91,.593,.532,25,34,.735,45,102,147,49,7,12,19,35,190,24.0,22.0,60.0
Terance Mann,SG,27,LAC,75,71,1873,254,493,.515,71,204,.348,183,289,.633,.587,79,95,.832,87,167,254,119,43,15,48,145,658,7.0,51.0,31.0
Tre Mann,PG,22,TOT,41,28,987,145,316,.459,47,126,.373,98,190,.516,.533,45,59,.763,20,129,149,165,51,3,65,48,382,10.560975609756097,16.20731707317073,24.792682926829272
Boban Marjanović,C,35,HOU,14,0,71,18,34,.529,0,2,.000,18,32,.563,.529,9,14,.643,7,25,32,6,1,2,5,5,45,18.0,41.0,41.0
Lauri Markkanen,PF,26,UTA,55,55,1820,427,890,.480,175,439,.399,252,451,.559,.578,249,277,.899,122,327,449,110,50,26,77,100,1278,23.0,31.0,51.0
Naji Marshall,SF,26,NOP,66,1,1257,170,367,.463,58,150,.387,112,217,.516,.542,68,86,.791,53,187,240,128,49,12,65,91,466,6.0,49.0,33.0
